identifier,metric,found_hit,score
Q9X601,0,NO,0.0
Q49AM1,0,NO,0.0
Q7MYD8,0,NO,0.0
Q9D898,1,YES,13.4
O58393,1,YES,344.9
P81197,1,YES,200.9
A4T9V7,1,YES,245.4
B1M6N6,1,YES,379.0
B5E2G2,0,NO,0.0
P51505,1,YES,916.5
Q7A4E7,1,YES,42.0
Q6DCW1,1,YES,586.7
C0HL66,1,YES,266.3
Q8YFS6,1,YES,44.5
A4T8H8,1,YES,62.5
B5ZBB2,1,YES,69.9
P53107,0,YES,11.6
A6W7G7,1,YES,602.0
P0CS29,1,YES,237.4
Q9KNT9,1,YES,45.2
Q8PJ20,1,YES,264.0
C6BUX8,1,YES,168.0
Q8FBU9,1,YES,82.8
P0ACZ6,1,YES,142.4
L0T864,1,YES,58.9
Q9RRX9,1,YES,33.7
Q99LH4,1,YES,821.8
B2S7M5,1,YES,791.6
Q60564,1,YES,747.6
Q6CYJ3,1,YES,577.5
B2GKD7,0,NO,0.0
A9EN94,1,YES,193.2
B5XZL8,1,YES,17.7
A1KI96,1,YES,611.2
P83213,0,NO,0.0
Q0AJD2,1,YES,149.9
B9M3I5,1,YES,182.7
B8ZKM4,1,YES,225.6
P41730,0,YES,13.6
P80073,1,YES,206.5
A0PP79,1,YES,13.9
P43002,1,YES,99.6
Q5R6D7,1,YES,183.1
A5CSJ0,1,YES,10.7
Q9Z2Q8,1,YES,784.6
Q3U288,1,YES,634.0
Q86CR9,1,YES,548.6
B9KU92,1,YES,157.8
Q2H6M8,0,YES,14.1
Q31EB2,1,YES,340.5
Q9K3L9,1,YES,90.6
A1KJ76,1,YES,47.9
P46668,1,YES,90.5
P33253,1,YES,669.2
Q88QQ6,1,YES,193.0
A1KVS6,1,YES,124.7
Q12DZ5,1,YES,227.1
Q9PR09,1,YES,22.7
Q93FQ6,1,YES,179.6
S0DRY0,1,YES,111.7
C8ZFP7,0,NO,0.0
Q5KUJ0,1,YES,53.2
Q8RGE2,1,YES,735.5
Q5R4K8,1,YES,1042.2
Q1CFC4,1,YES,101.4
P0A2S6,1,YES,101.4
B7JH02,1,YES,237.3
D3ZZW6,1,YES,53.6
Q1QMY9,1,YES,119.9
B6JDD0,1,YES,152.9
P18740,1,YES,689.5
Q47836,0,NO,0.0
Q0BK85,0,YES,13.8
Q59ZC8,1,YES,250.5
B4I7X1,1,YES,78.7
Q12SD5,1,YES,184.0
A4W1V7,1,YES,670.2
A5DXS8,1,YES,211.2
B4SYD0,1,YES,29.7
Q6AGC8,1,YES,53.6
B7LVJ6,1,YES,369.3
A7ZTU7,1,YES,54.0
P37733,1,YES,144.1
Q8YFA4,0,YES,87.2
Q46HE7,1,YES,416.8
A4FBE9,1,YES,13.1
Q8XZZ5,1,YES,126.3
A5DWA7,1,YES,39.4
Q9LUK7,1,YES,474.6
P44923,1,YES,42.5
Q2J6M7,1,YES,51.7
P0ADR2,0,NO,0.0
Q5WB75,1,YES,54.5
B0KPW7,1,YES,427.7
Q2S434,1,YES,49.3
Q35416,0,NO,0.0
P9WKH5,0,YES,14.5
Q9M1Y0,1,YES,189.2
Q4FQ31,1,YES,20.4
Q5LWT9,1,YES,229.6
Q8FYR4,0,YES,13.0
Q9U6M1,0,NO,0.0
Q9LVK3,1,YES,37.3
Q5ZX20,1,YES,148.2
Q4WYE5,1,YES,302.8
B3R368,1,YES,471.2
A5GHM4,1,YES,50.5
Q9FJE8,1,YES,182.7
Q6BSC4,0,NO,0.0
P76369,1,YES,108.4
P13586,1,YES,905.6
P59302,1,YES,120.1
Q6MT21,1,YES,32.2
P0A2Y4,1,YES,93.1
A7TKC6,0,NO,0.0
P09071,1,YES,142.5
P39981,1,YES,106.0
Q975P3,1,YES,18.4
Q1CT41,1,YES,43.4
P01097,0,YES,18.8
Q89AW4,1,YES,90.0
P40622,1,YES,149.5
A8Q3T2,1,YES,440.0
Q5RFP4,1,YES,998.8
Q7X6Y7,1,YES,31.4
B0U568,1,YES,168.9
A2YQK9,1,YES,210.6
O22800,1,YES,123.7
Q1MPD3,1,YES,115.7
Q944L3,1,YES,94.8
Q1DKJ3,1,YES,235.7
Q8VBT9,0,YES,11.2
Q9CR04,1,YES,38.4
Q3ZC08,1,YES,137.3
C5D4R0,1,YES,145.0
Q1E910,0,NO,0.0
B5EZ02,1,YES,20.3
Q9NUS5,0,NO,0.0
P26754,1,YES,73.4
Q7URR4,1,YES,275.6
Q9XJ66,1,YES,225.4
Q603U2,1,YES,470.3
Q870C4,0,YES,11.0
Q6ZS27,1,YES,1025.8
Q9CD68,1,YES,218.0
Q82XQ4,1,YES,11.6
Q1QRT1,1,YES,126.3
A0RP96,1,YES,251.9
Q5FRC7,1,YES,743.9
P48755,1,YES,192.4
Q02R23,0,YES,172.8
Q96C55,1,YES,393.7
B7VBN1,1,YES,11.0
Q6AZW8,1,YES,1019.5
P40273,1,YES,26.6
Q42687,1,YES,62.3
O30557,0,NO,0.0
B7ILG9,1,YES,145.1
A1VZZ6,1,YES,229.3
Q84W66,1,YES,151.0
Q8N823,1,YES,838.2
B7LAS3,1,YES,16.4
A6R040,1,YES,269.1
Q9XJ60,1,YES,221.0
Q59MJ1,1,YES,39.0
Q8WXK3,1,YES,210.2
Q9TUC4,0,NO,0.0
P09589,1,YES,208.8
P62786,1,YES,193.4
P50901,1,YES,109.7
Q38669,1,YES,12.6
Q9PQI7,1,YES,73.1
Q14K08,1,YES,589.1
C3LQQ3,1,YES,12.8
A6LI95,0,NO,0.0
Q1E5N0,1,YES,205.0
Q0TGW8,1,YES,531.5
Q0P5K1,0,NO,0.0
Q2FYG9,1,YES,155.8
B7IYD6,1,YES,134.8
P50997,1,YES,365.3
P18747,1,YES,875.3
C1AM72,1,YES,54.4
Q1ACM8,1,YES,830.6
Q8BI73,1,YES,658.4
A8MQG7,1,YES,73.0
Q9FX36,1,YES,213.7
B0TYL2,1,YES,165.4
A3N1B5,1,YES,26.6
A4TIM2,0,YES,177.7
P18716,1,YES,872.6
A7X420,1,YES,786.3
Q9A744,0,YES,11.8
Q9FWX2,1,YES,262.4
P17023,1,YES,1064.2
Q32KH9,1,YES,245.4
Q57J83,1,YES,141.4
B8E0Z4,1,YES,68.5
Q8NUK7,0,NO,0.0
C0MDK3,1,YES,148.1
Q6NH04,1,YES,203.9
Q7JV70,0,NO,0.0
Q6YPD0,1,YES,209.7
B1LBB8,0,YES,13.2
A5VW00,1,YES,74.3
Q6MAK4,1,YES,26.0
P0A128,1,YES,88.5
Q5QVU2,0,NO,0.0
P70955,1,YES,71.3
Q7VGU9,0,YES,13.5
Q71WP8,0,YES,15.1
Q9GKQ2,0,NO,0.0
A7ZS69,0,NO,0.0
Q8N635,1,YES,29.6
O60131,1,YES,32.6
P52730,1,YES,252.0
Q2GGP9,1,YES,712.5
O57971,1,YES,175.2
Q57AM9,1,YES,267.4
P29454,1,YES,98.4
P64391,1,YES,129.3
Q98QQ1,1,YES,108.3
B3E1K3,1,YES,317.3
A5VN89,1,YES,137.9
C5B9D8,1,YES,350.0
Q9DAP7,1,YES,217.9
P15771,1,YES,804.1
O85176,0,NO,0.0
Q9MZT8,1,YES,920.7
A6ZLF7,1,YES,18.8
P82887,1,YES,174.0
Q9F1N9,1,YES,174.9
Q2MI93,1,YES,710.4
Q5LDK8,1,YES,418.2
B7H2A0,1,YES,22.6
B8AR30,1,YES,41.2
Q8Q0U5,1,YES,15.1
Q6GPU1,1,YES,474.4
Q02849,1,YES,46.9
B1VG60,1,YES,151.9
B4TKR2,1,YES,391.5
P0A210,1,YES,316.2
Q1CCY1,1,YES,133.9
Q3T0C6,1,YES,85.2
Q8D9H5,1,YES,12.3
P51691,1,YES,120.5
P0ACM4,1,YES,54.9
P04101,0,NO,0.0
A2XDY1,1,YES,259.5
P70321,1,YES,607.5
B1J0J6,0,NO,0.0
P52604,0,NO,0.0
O34347,1,YES,12.0
O74745,1,YES,225.8
Q9S9K7,1,YES,188.8
Q8Y5H1,1,YES,68.6
B3EIL7,1,YES,47.8
B2HNC6,1,YES,168.8
Q8HFZ6,0,NO,0.0
B0Z4N1,0,YES,13.2
A4SVB8,0,NO,0.0
Q7Z3I7,1,YES,1077.1
B3GSH5,1,YES,240.1
Q8R1M0,1,YES,99.7
C5D678,1,YES,61.8
Q7GBK0,1,YES,163.2
P81192,1,YES,122.5
Q8PGG5,1,YES,590.2
Q2P6V7,1,YES,215.7
Q2Y629,1,YES,153.6
Q8RF94,1,YES,65.2
Q6BI82,1,YES,20.5
P06168,0,YES,197.7
P93751,1,YES,161.9
Q292Q0,1,YES,1535.7
Q8NEP9,1,YES,1112.0
B1W3B4,1,YES,46.0
A4TLZ3,1,YES,311.9
Q02819,1,YES,499.3
A9IYX0,1,YES,755.4
Q8FP17,1,YES,137.9
Q7VNI7,1,YES,18.7
Q28D67,1,YES,315.1
F7FQM7,1,YES,555.0
Q6H9I1,1,YES,947.3
Q6K6S5,1,YES,208.0
B8I3F7,1,YES,157.9
Q9ZVA0,1,YES,220.6
Q9I8G4,1,YES,11.4
P69190,1,YES,13.1
Q03365,1,YES,1192.1
P61829,1,YES,85.3
A2YMR0,1,YES,278.5
A6WWI2,1,YES,44.6
A2XNK3,1,YES,902.6
A5IHD0,0,NO,0.0
P50178,1,YES,41.1
A9N5B2,1,YES,1252.8
P9WPX5,1,YES,49.6
Q3SWN3,1,YES,195.4
Q75D58,0,YES,10.9
Q2S6N7,1,YES,36.3
B8ZT53,1,YES,53.7
Q06943,1,YES,140.8
P35993,1,YES,389.4
A6QH16,1,YES,175.9
B5FC67,1,YES,138.2
P36981,1,YES,58.0
Q6FJX6,1,YES,20.4
Q9FKF9,1,YES,161.0
Q94166,1,YES,263.4
Q5RDR3,1,YES,378.8
Q93CB8,1,YES,208.5
B0THN3,0,NO,0.0
B9E8E8,1,YES,624.0
Q2UUT6,1,YES,820.2
Q9LV77,1,YES,374.0
Q1E8Z0,0,NO,0.0
B0K4D9,1,YES,81.0
Q13SP8,1,YES,36.4
Q71V11,0,NO,0.0
P0AFF6,1,YES,26.8
B7M340,0,NO,0.0
P62058,1,YES,209.2
Q96YR4,0,NO,0.0
Q3Z0K8,1,YES,511.2
P42136,0,NO,0.0
A0AIU5,1,YES,121.3
B3E9X3,1,YES,50.9
B0UR46,1,YES,117.0
Q8EM80,1,YES,53.0
Q1R6G5,0,NO,0.0
B8DN64,1,YES,12.0
B2IQX0,1,YES,672.4
C3MZW9,1,YES,194.9
Q69025,1,YES,715.1
B8FH31,1,YES,43.5
Q63341,1,YES,672.8
Q5JCK6,1,YES,12.8
P79021,1,YES,13.5
A7KAM3,1,YES,52.4
P10084,1,YES,74.6
A5IK54,1,YES,183.9
Q2LCQ7,1,YES,563.6
P17031,1,YES,1312.5
Q8BIR2,0,YES,12.3
A4QJS1,1,YES,31.5
Q58392,1,YES,20.8
Q5GXQ6,1,YES,264.7
Q9SWF9,1,YES,595.2
Q9C0K3,1,YES,111.6
B1W0A5,1,YES,588.4
Q5PKX2,1,YES,693.9
P09070,1,YES,138.3
P87015,1,YES,34.1
Q3Z993,1,YES,264.0
A6ZVD0,1,YES,11.7
Q32RY8,1,YES,697.0
A6WXX2,1,YES,40.6
Q502P0,0,YES,14.2
A6QKC4,0,NO,0.0
Q2RMV0,1,YES,11.9
B1XG73,1,YES,71.7
Q9LY05,1,YES,124.3
B4TQ44,1,YES,66.8
A9N889,1,YES,141.4
A3LWY2,1,YES,139.8
B6I1Y1,1,YES,141.4
A5F3S6,1,YES,12.8
Q27442,1,YES,201.0
Q7JIY0,0,NO,0.0
Q8NEK5,1,YES,901.1
Q7UBP8,0,NO,0.0
Q5UQW7,1,YES,160.0
P42777,1,YES,95.5
A8G1W7,1,YES,578.4
Q6H6Q7,1,YES,224.5
Q6D2M6,1,YES,303.7
Q73AX9,1,YES,187.9
O42506,1,YES,177.3
Q9M219,1,YES,20.5
Q14K05,0,YES,13.5
Q9CWH1,1,YES,831.8
Q7VUS7,1,YES,12.4
Q05068,0,YES,176.8
A2C4I4,1,YES,694.5
Q29G73,1,YES,351.5
Q68VQ2,1,YES,334.2
O75541,1,YES,114.1
Q09436,1,YES,54.6
Q0TJA5,0,NO,0.0
P75457,1,YES,141.4
Q866S3,1,YES,516.4
A1ADH8,1,YES,314.6
Q91496,1,YES,360.5
B3QF37,1,YES,132.1
A6VLN1,0,NO,0.0
Q92A40,1,YES,789.4
A4S1G4,1,YES,483.3
Q32C90,1,YES,23.8
P21896,1,YES,234.6
P76542,1,YES,281.0
Q1LTV2,1,YES,554.0
O88532,1,YES,379.8
Q4IR08,1,YES,266.0
Q69UD7,1,YES,79.3
Q82UP5,0,YES,12.1
P16890,1,YES,187.6
Q88ZS9,1,YES,75.7
B0R2U6,1,YES,158.8
Q2QGD7,1,YES,345.6
A1JKC3,0,NO,0.0
Q03344,0,YES,17.3
A8G195,1,YES,386.3
Q5AAU5,1,YES,134.6
Q0A574,1,YES,59.5
P53104,1,YES,903.3
P18859,1,YES,13.5
P14012,1,YES,123.7
Q9KNG9,1,YES,18.9
Q736A7,1,YES,140.8
A5VSE4,1,YES,88.7
Q5HX60,0,NO,0.0
Q9S9Z0,1,YES,435.9
Q9CCS4,1,YES,220.8
Q6LXB3,1,YES,21.9
P0CZ92,1,YES,20.9
Q1SWQ1,1,YES,164.7
Q6ZNG0,1,YES,967.0
C1KX44,1,YES,64.0
A2S7V6,0,NO,0.0
A5D374,1,YES,324.3
Q8H1U5,1,YES,384.4
P0ACL6,1,YES,92.1
P33250,0,NO,0.0
Q8U0A7,1,YES,64.3
B4TUM3,1,YES,16.6
P56689,1,YES,1663.6
P69248,1,YES,266.9
B1WAZ8,1,YES,473.7
A1WXM0,1,YES,190.1
P42776,1,YES,270.8
Q112Z6,1,YES,806.7
P46667,1,YES,85.5
Q9LGQ6,1,YES,182.7
Q46204,0,NO,0.0
P42132,0,NO,0.0
Q1QT79,1,YES,449.2
A1BER1,1,YES,73.1
Q6NHS6,1,YES,74.8
O28234,1,YES,26.5
B2K8I9,1,YES,309.4
Q2KJ96,1,YES,193.5
Q5QMZ9,1,YES,1200.7
Q5QXL9,1,YES,86.9
A9MAF7,1,YES,129.3
Q5ZKB7,1,YES,124.5
Q95AD7,1,YES,705.3
Q9NQX6,1,YES,1235.4
Q0VCL3,0,NO,0.0
C0RLV7,1,YES,155.1
Q9C0Z1,1,YES,103.0
P84040,1,YES,196.3
P29418,1,YES,33.0
B0UWG9,1,YES,18.9
P13468,1,YES,14.6
B7MAV8,0,NO,0.0
Q8V2M9,1,YES,12.8
B3PZE1,1,YES,130.5
A7ZMI0,1,YES,91.9
Q5HE97,1,YES,679.0
B2S6W5,1,YES,197.8
B5EP40,1,YES,385.2
A5HY52,1,YES,724.3
A7MJW5,1,YES,431.5
Q2YNP1,0,YES,12.8
A8MH27,1,YES,83.8
Q57XX3,0,YES,339.8
Q6GIC8,1,YES,46.7
B6EHU3,1,YES,16.2
Q5TJE2,1,YES,399.4
P0AE31,1,YES,105.5
O70228,1,YES,57.8
Q02KH1,1,YES,289.3
B2TL64,1,YES,189.8
Q7UVA0,1,YES,113.5
A6QH82,1,YES,57.0
A6QNZ0,1,YES,988.6
B1LBB9,1,YES,691.9
A4VDN2,1,YES,349.8
Q9IA25,1,YES,137.0
A9N6I5,1,YES,289.7
Q1I2I7,1,YES,684.0
Q8X7R5,1,YES,535.6
B0CKH7,1,YES,44.0
Q7Y040,1,YES,327.1
Q94398,1,YES,111.8
Q8JL90,1,YES,1787.9
Q9D0L1,1,YES,16.1
C5BLG1,1,YES,320.9
P70005,1,YES,343.4
Q7MA22,1,YES,12.8
Q8PGG6,0,NO,0.0
P62169,1,YES,108.3
B7UVI8,1,YES,426.4
B5XME6,1,YES,181.6
Q80WQ9,1,YES,277.7
C3PH91,1,YES,164.6
Q9LN86,1,YES,156.9
Q03QG9,1,YES,86.0
Q8VDH1,1,YES,52.6
Q9LGH4,1,YES,163.5
B9IY53,1,YES,130.6
A7TIZ4,1,YES,866.9
A8ZUA1,1,YES,718.3
O49595,1,YES,63.2
Q8LE42,1,YES,58.8
Q87042,1,YES,11.5
A7TS83,1,YES,55.6
Q476D8,1,YES,174.5
B7NT32,0,NO,0.0
Q02852,1,YES,112.4
A9AJG0,1,YES,38.4
Q9Z4S2,1,YES,177.3
O60077,1,YES,30.5
B3Q5Z7,1,YES,116.1
Q10369,0,YES,26.7
Q6BYE5,1,YES,354.2
Q51703,1,YES,614.4
Q96NC0,1,YES,180.6
P0CS61,1,YES,475.1
Q2LVX0,1,YES,41.6
B7GH81,1,YES,144.1
P27325,1,YES,228.9
P0A8S9,0,NO,0.0
P13320,0,YES,13.2
B7UFR5,1,YES,179.6
P06188,1,YES,71.4
Q9PNT2,1,YES,226.4
Q8T7J8,1,YES,195.2
Q60HH5,1,YES,667.5
Q7V8Y5,1,YES,153.5
Q5GS47,1,YES,195.2
P49811,1,YES,664.6
Q5XJ97,1,YES,38.1
Q4WVH5,1,YES,16.6
Q54H39,1,YES,148.7
Q7SHR0,1,YES,202.7
A7GN53,1,YES,182.0
B7LRN6,1,YES,141.4
P0AE41,1,YES,142.3
Q9SK91,1,YES,109.4
O93922,1,YES,545.9
Q10007,1,YES,66.7
Q7ZXV3,1,YES,884.6
P17278,1,YES,146.0
Q9Z5J1,1,YES,11.5
B5YXD9,1,YES,54.0
Q8IZA3,1,YES,52.7
Q3KLY7,1,YES,158.1
P44589,1,YES,41.2
Q5P8W0,1,YES,72.2
A3LZM4,1,YES,28.2
Q32NH9,1,YES,233.3
Q7GDL5,1,YES,519.5
Q9LIS2,1,YES,173.9
O31417,1,YES,26.6
Q5AQ33,1,YES,116.1
Q6DFS2,1,YES,592.7
Q48BF9,0,YES,11.3
P51263,0,NO,0.0
Q5KUJ1,1,YES,649.9
A2CEZ5,1,YES,128.2
Q1BLH4,0,NO,0.0
Q9LSY0,1,YES,73.9
Q8TZV2,1,YES,16.3
Q61039,1,YES,204.1
B2VJX8,1,YES,195.5
P19653,1,YES,156.6
Q5R9U8,0,YES,11.9
Q8NA19,0,YES,708.9
Q55BP0,1,YES,220.3
A9N5B0,0,YES,11.7
P45972,1,YES,27.4
A5FY49,1,YES,294.3
P39788,1,YES,101.2
Q4WLT9,1,YES,812.3
A8AQG0,1,YES,141.4
P69246,1,YES,266.9
A3MMA4,1,YES,28.9
Q8CHZ9,0,NO,0.0
Q9R6T3,1,YES,50.2
A1TNA2,0,NO,0.0
Q9ZK82,1,YES,16.5
A8A6H3,1,YES,82.5
Q941W1,1,YES,254.2
P51901,1,YES,205.2
Q5ZZL8,1,YES,104.4
Q6A8I2,1,YES,176.0
P76135,1,YES,99.9
Q9MGM1,1,YES,14.0
Q5SVZ6,0,YES,117.7
Q03924,1,YES,977.2
Q6A8C4,1,YES,23.0
Q95K49,1,YES,1080.3
Q9JHS6,1,YES,1235.4
B5E5N5,0,YES,12.7
Q55AD9,1,YES,195.6
Q6C4I6,1,YES,228.6
Q6F204,1,YES,563.9
Q500N3,1,YES,53.9
A9R514,1,YES,37.3
A0QHA7,1,YES,44.8
B8D7T5,1,YES,114.7
A6BM12,1,YES,131.2
C6E8Y9,1,YES,420.2
Q2G1H4,1,YES,133.8
P27795,1,YES,105.6
A4QVR2,1,YES,217.8
B6J961,1,YES,586.7
Q8I7Z8,1,YES,388.8
Q1QQW6,1,YES,274.3
P0CE51,1,YES,739.2
P07793,1,YES,223.8
A2ZC67,1,YES,246.6
P09322,1,YES,197.1
A0RVQ8,1,YES,136.0
P0C2C8,1,YES,198.2
A3NUG3,1,YES,288.5
O59499,0,NO,0.0
P60113,1,YES,77.0
P11245,1,YES,668.6
A8B6A2,0,NO,0.0
Q43386,1,YES,38.1
Q46366,1,YES,118.9
Q53NF7,1,YES,303.3
Q76N23,1,YES,266.3
B4TUC3,1,YES,196.7
C3N7V1,1,YES,194.9
O84373,1,YES,254.8
C1A1Y0,1,YES,570.3
A7F0W2,1,YES,961.7
A8AJX4,1,YES,193.9
Q8DDH4,1,YES,21.3
B4T5G7,0,NO,0.0
A5DLC6,1,YES,507.3
P0A6W7,1,YES,150.0
P0CF89,1,YES,238.3
Q3YWN4,1,YES,395.9
A5U9S9,0,NO,0.0
B1X857,1,YES,276.4
A3AGM4,1,YES,166.0
P9WIH8,1,YES,41.3
A5CQ58,1,YES,594.4
Q02B01,1,YES,36.9
B1WUD4,1,YES,284.8
B3EEM6,1,YES,135.6
Q09698,0,YES,82.9
Q5RBY3,0,YES,12.6
A5ILE7,1,YES,108.6
O82210,1,YES,326.7
B2UQE3,1,YES,160.9
A0QTK2,1,YES,208.0
Q0JCT1,1,YES,266.3
Q9HNT1,1,YES,63.1
P9WPW7,0,YES,10.9
P37367,1,YES,529.8
Q64ZU2,1,YES,71.1
P59890,1,YES,95.0
B1IQ63,1,YES,69.3
A4IRS3,0,NO,0.0
A2QGD9,1,YES,10.9
Q9Y8D3,0,NO,0.0
A4WCJ5,1,YES,279.6
Q55D16,1,YES,314.5
Q1C8B1,1,YES,325.1
A6QQW0,1,YES,611.1
A7IGF5,1,YES,50.0
B8BLA3,0,YES,65.2
Q32L34,1,YES,113.3
B5YXQ0,0,NO,0.0
A4FKC5,1,YES,260.6
Q6BYP8,1,YES,142.9
Q96MN9,1,YES,120.8
Q83AG1,1,YES,16.8
Q07230,1,YES,1283.1
P0CF43,1,YES,31.3
H0VVW3,1,YES,430.2
P93822,1,YES,105.7
Q8M9X7,1,YES,25.4
A1TEL7,1,YES,226.4
A8G2Y9,1,YES,154.7
P71036,1,YES,16.3
P40333,1,YES,25.3
C1AW01,1,YES,568.0
B2FJN5,1,YES,13.2
A4WUM7,1,YES,800.0
A4Z945,0,YES,66.3
Q8I0Y4,1,YES,198.3
Q30PH2,1,YES,280.6
A7NEH4,1,YES,672.9
O04192,1,YES,208.8
B8GNX7,1,YES,161.6
Q8LSN2,1,YES,406.3
A6WZH2,1,YES,196.8
P07375,1,YES,478.9
O81900,1,YES,69.9
Q2T1B3,1,YES,281.0
B2JJ94,1,YES,36.8
Q9BRJ9,1,YES,36.8
B0KPW6,1,YES,144.6
Q058D5,1,YES,28.1
P0CY06,0,NO,0.0
P34061,1,YES,358.3
Q8KA60,0,NO,0.0
A1JTD0,1,YES,52.7
P10842,1,YES,48.7
Q9RC41,1,YES,181.9
A1VEQ1,1,YES,40.4
B4TXA5,1,YES,130.6
Q7UFB8,1,YES,58.0
Q7W4A6,1,YES,115.0
Q9GZN1,1,YES,160.4
P0DKW6,1,YES,629.3
B7N581,0,NO,0.0
Q2R1J3,0,YES,65.2
A8G1W5,1,YES,682.9
B3PJM0,1,YES,439.9
Q5R6P2,1,YES,696.8
Q5MCW4,1,YES,1390.9
Q0C101,1,YES,37.5
P35303,0,NO,0.0
Q31C34,1,YES,313.2
P76639,1,YES,31.6
Q3MBE6,1,YES,12.8
P15011,1,YES,16.8
B1X8S0,1,YES,18.4
Q3AR93,1,YES,81.2
B6HZI8,1,YES,58.2
Q0D4T4,1,YES,264.6
B7M6L0,1,YES,314.7
Q9JF93,0,NO,0.0
P36405,1,YES,166.9
Q9PQ75,1,YES,164.7
A2C2A5,1,YES,129.2
B8AU84,1,YES,653.3
Q8BSZ2,1,YES,364.1
Q9LZ46,1,YES,179.5
A8A195,0,NO,0.0
P37209,1,YES,13.5
Q07133,1,YES,135.3
Q31YW6,1,YES,277.8
Q5R9C3,0,NO,0.0
Q8FH03,0,NO,0.0
B2HN75,1,YES,129.3
Q5M2K2,1,YES,12.3
Q3T904,1,YES,1931.2
Q60BY3,1,YES,86.8
Q54TE3,1,YES,46.5
A7A1U4,1,YES,892.2
P62801,1,YES,197.5
P0CM33,1,YES,17.3
P63661,1,YES,40.7
Q4UJS8,1,YES,324.0
P25150,1,YES,40.0
P0CE58,1,YES,739.2
Q82U74,1,YES,104.0
B7SXM5,1,YES,11.0
A5IHA2,1,YES,52.1
Q83KK3,1,YES,509.8
A8GDS0,0,NO,0.0
A0K610,1,YES,16.0
Q8HXA6,1,YES,338.5
Q7SI91,1,YES,41.9
Q97JE0,0,NO,0.0
C6DFZ2,1,YES,92.8
Q0P5N6,1,YES,66.3
Q8TNY5,1,YES,15.8
Q1M1A0,1,YES,51.4
Q3U829,1,YES,1383.0
L7I1W3,1,YES,205.5
B1JJ32,1,YES,11.5
Q6S591,1,YES,34.2
Q88QT8,1,YES,32.2
Q46WJ3,1,YES,78.0
B5F7F6,1,YES,91.9
A6LDP9,1,YES,382.2
P0A2X7,1,YES,29.0
A7IH31,1,YES,782.4
Q7TPQ9,1,YES,449.2
Q161H2,1,YES,118.2
B0V8M8,1,YES,81.3
A6WUV0,1,YES,427.1
Q5HZM3,1,YES,141.5
B8FU83,1,YES,190.8
Q39CU4,1,YES,266.4
P0ABE3,1,YES,110.9
Q99284,1,YES,62.3
Q56P07,1,YES,16.8
A6WKN9,1,YES,25.0
P53410,1,YES,159.9
Q6FXH5,0,YES,13.0
B7MXU1,0,NO,0.0
P19769,1,YES,260.9
A1AGH3,1,YES,149.9
A2Z0Q0,1,YES,82.3
A7MH70,1,YES,309.8
B2GD90,1,YES,119.1
Q06597,1,YES,32.0
Q3T0M9,1,YES,440.4
Q46840,0,YES,12.6
P09092,1,YES,143.8
B7N8U0,1,YES,58.2
P95361,1,YES,119.0
Q9ABU1,0,YES,12.8
P02292,1,YES,180.7
A2BUK4,1,YES,428.0
Q8IYH5,1,YES,23.9
B2I3H4,1,YES,13.2
B0RHD6,1,YES,48.2
P0CM35,1,YES,13.0
B0UWG7,1,YES,572.9
A9A4B0,1,YES,232.1
A5UH58,1,YES,24.8
P51507,1,YES,789.7
Q03576,1,YES,16.9
Q39265,1,YES,53.1
Q2SVC0,1,YES,288.5
Q6Z248,1,YES,96.8
B9JSM6,1,YES,245.4
P16944,1,YES,80.9
Q2RI74,1,YES,93.6
C0ZHA2,1,YES,362.8
B7UN35,0,NO,0.0
P18641,1,YES,181.7
Q88EI5,0,NO,0.0
Q84U86,1,YES,195.0
Q4HTT2,1,YES,203.9
Q31UN4,1,YES,582.8
P40278,1,YES,62.6
Q12GQ0,1,YES,694.7
Q9XWV3,0,NO,0.0
O13896,0,YES,114.6
P06897,1,YES,248.8
P0ACS6,1,YES,83.7
B8D8U3,1,YES,44.0
Q6IQE5,1,YES,726.1
Q0CS59,1,YES,80.1
Q04MW7,0,NO,0.0
Q9LR02,1,YES,255.7
A8AHA5,1,YES,91.9
P30757,1,YES,212.2
Q9TBJ1,0,NO,0.0
Q8YXG9,1,YES,127.2
Q9UV33,1,YES,27.8
Q9HKJ3,0,YES,32.1
B5BE34,1,YES,288.7
Q5L5F2,1,YES,259.6
Q9MDJ1,0,NO,0.0
B7ID86,1,YES,106.5
B7H3A6,1,YES,277.7
Q10MB4,1,YES,241.0
A9HY39,1,YES,47.4
B2S525,1,YES,129.3
B5QZW1,1,YES,10.4
Q9VIM5,1,YES,117.7
A1AXU2,1,YES,681.4
Q4FPN3,1,YES,48.4
Q9LK40,1,YES,389.1
Q15YP8,1,YES,474.2
Q8T662,1,YES,392.6
Q8CUG1,1,YES,13.3
P40416,1,YES,503.8
A6UWL8,1,YES,198.7
Q0V7X4,1,YES,63.9
B8DJL8,1,YES,127.7
C8VJQ1,1,YES,66.9
A6ZKM4,1,YES,190.2
Q2FXF5,1,YES,193.3
Q2SU71,1,YES,78.2
Q3E703,1,YES,105.3
Q8I1N0,1,YES,201.9
Q3ANW3,1,YES,40.5
P33704,1,YES,75.8
B7N584,1,YES,330.7
P17487,1,YES,79.4
P15861,1,YES,142.3
Q9M8J3,0,YES,416.9
D5EXZ4,1,YES,205.6
P25555,1,YES,140.8
Q08821,1,YES,83.5
P46602,1,YES,278.9
P43875,1,YES,333.4
A1JMT1,0,NO,0.0
