identifier,metric,found_hit,score
P22035,1,YES,86.0
P22148,1,YES,61.0
Q83950,0,NO,0.0
P23179,1,YES,73.0
P03710,1,YES,25.7
P56820,0,NO,0.0
P12305,0,NO,0.0
Q8TWM7,1,YES,85.5
P03695,1,YES,249.3
P47170,1,YES,68.8
P44276,0,YES,15.6
P26993,1,YES,51.7
P09676,0,YES,10.5
P62017,1,YES,42.5
P54563,0,NO,0.0
P28159,1,YES,508.9
O32333,0,NO,0.0
Q94819,0,NO,0.0
Q42430,1,YES,132.5
Q9HR31,1,YES,569.4
Q03631,1,YES,202.3
P38146,1,YES,121.8
P11901,1,YES,22.7
O73673,1,YES,478.3
P51342,1,YES,92.7
O54101,1,YES,90.2
Q9WX14,1,YES,205.7
Q9LW85,1,YES,526.7
P0C0L4,1,YES,13.0
Q96KC8,1,YES,229.9
O24606,1,YES,413.7
P23692,1,YES,13.1
Q10340,0,NO,0.0
P16569,1,YES,13.6
P21077,1,YES,32.6
P23799,0,YES,29.5
O83731,1,YES,13.6
Q7RTV0,0,YES,13.2
P15281,0,YES,15.6
P37956,1,YES,310.7
P0A9M1,1,YES,920.9
P14707,1,YES,77.7
P44181,0,NO,0.0
P64176,1,YES,198.0
P38838,0,YES,39.9
P25370,0,NO,0.0
P44064,1,YES,13.0
P39769,1,YES,115.0
P43474,0,YES,14.3
P23393,0,NO,0.0
P45904,0,NO,0.0
Q9KTQ4,1,YES,26.2
P20050,0,YES,80.5
O28280,0,YES,13.6
O05103,1,YES,187.9
Q49434,1,YES,53.5
Q00750,1,YES,86.8
P12792,1,YES,69.7
Q9P0W8,0,YES,11.2
P37627,0,NO,0.0
Q8U705,1,YES,145.0
P14164,1,YES,291.6
Q96FV9,1,YES,462.3
P28953,0,YES,9.4
P25172,1,YES,127.0
O28420,0,NO,0.0
Q9KPS0,1,YES,99.6
Q57556,1,YES,73.9
Q9VMC8,0,YES,14.8
P77598,0,NO,0.0
P04132,1,YES,17.5
P21580,1,YES,184.2
Q9SVB7,1,YES,164.9
P13975,1,YES,39.6
P03735,1,YES,12.3
O42131,1,YES,914.9
P57220,1,YES,397.9
P23645,1,YES,156.7
P38890,1,YES,44.0
P76086,1,YES,13.3
Q57947,0,NO,0.0
Q9Z521,1,YES,23.5
P20570,0,NO,0.0
Q9HCU5,0,YES,64.0
P54323,0,NO,0.0
Q7XAD0,0,YES,13.9
P32151,0,NO,0.0
Q9UNN4,1,YES,156.2
P00214,0,YES,34.4
O58782,1,YES,42.6
Q9W0K4,1,YES,493.4
P25233,0,YES,228.6
P54332,1,YES,12.1
P07065,1,YES,104.1
P43941,0,NO,0.0
P47121,0,NO,0.0
P39650,1,YES,144.2
O43823,1,YES,246.5
P47974,1,YES,261.0
P44942,1,YES,17.7
P40007,1,YES,16.6
P52286,0,YES,134.3
P08546,1,YES,891.5
Q8R5U7,1,YES,194.3
P37790,1,YES,13.4
O76906,0,YES,11.0
Q10075,1,YES,233.9
P58034,1,YES,13.1
P53566,1,YES,136.0
P58722,0,YES,13.4
Q9NG98,1,YES,940.9
P20044,0,YES,13.3
P34111,1,YES,9.2
P45903,1,YES,27.0
Q8K482,1,YES,227.9
Q9ZKA2,1,YES,432.5
P45876,1,YES,15.5
P78424,1,YES,361.9
P47653,1,YES,9.5
O67672,0,NO,0.0
P15005,0,YES,27.3
P17960,0,NO,0.0
O28069,0,NO,0.0
P20845,1,YES,236.6
P21189,1,YES,159.8
Q57692,1,YES,30.3
P22901,1,YES,13.3
P03839,0,NO,0.0
P22026,0,NO,0.0
Q9L1A5,1,YES,157.2
P18179,0,YES,25.1
Q978N2,1,YES,66.6
P16192,0,NO,0.0
P32504,0,NO,0.0
P13121,0,YES,13.0
Q39057,1,YES,223.8
P64749,0,YES,331.8
P82107,1,YES,14.5
Q01347,0,NO,0.0
P49309,1,YES,284.0
P15038,1,YES,107.5
P34437,1,YES,15.4
P40497,0,NO,0.0
Q10663,1,YES,566.5
P10151,1,YES,118.1
P10579,0,NO,0.0
P11938,0,NO,0.0
P06965,1,YES,29.6
O51124,0,NO,0.0
P06243,1,YES,292.1
O67485,0,NO,0.0
Q52277,0,NO,0.0
P52693,1,YES,259.5
Q04502,0,NO,0.0
Q9NZ71,1,YES,728.6
P42658,1,YES,474.1
P21052,0,YES,14.9
Q8N8Q8,1,YES,77.2
P20311,1,YES,126.3
P39970,1,YES,192.2
O28092,1,YES,15.6
Q7VIU0,1,YES,166.1
Q9H579,0,YES,14.0
P14736,1,YES,211.0
P90953,1,YES,109.0
P36012,1,YES,193.1
P50832,0,YES,14.0
P42505,1,YES,29.7
P32367,1,YES,73.1
P22537,1,YES,57.1
P47034,0,NO,0.0
P41511,1,YES,413.5
Q9S3V0,1,YES,18.2
Q56562,0,NO,0.0
P16826,0,YES,9.3
P37510,1,YES,65.5
P38165,1,YES,34.6
P32522,0,YES,39.6
O60182,1,YES,629.9
P25847,1,YES,898.4
P20658,1,YES,77.6
P22643,1,YES,72.3
P51871,1,YES,445.0
P13988,0,NO,0.0
P42592,1,YES,58.3
Q83NU2,1,YES,171.6
P12616,0,NO,0.0
P33680,1,YES,38.1
P26608,0,YES,12.4
Q04437,1,YES,82.6
O74045,1,YES,84.9
P34456,1,YES,13.2
Q54513,1,YES,108.2
P97863,1,YES,352.5
P03187,1,YES,165.0
P08062,0,NO,0.0
P0A312,1,YES,15.9
P54445,0,NO,0.0
P28848,0,YES,12.5
Q00686,1,YES,12.6
P19828,0,YES,118.2
P14727,0,YES,508.1
Q03188,1,YES,505.4
P66798,1,YES,138.9
P45828,1,YES,40.5
Q9M630,1,YES,46.7
P45008,1,YES,199.5
Q9KWM8,0,NO,0.0
Q10138,1,YES,259.1
Q8GR90,0,NO,0.0
Q9X600,1,YES,53.2
Q55233,1,YES,36.7
Q7VKV0,1,YES,1424.7
Q46864,1,YES,23.6
P92555,1,YES,17.1
Q9VHB6,1,YES,128.5
P03215,0,YES,7.3
P30420,1,YES,25.2
Q01239,0,NO,0.0
P08956,1,YES,138.3
P03254,0,YES,13.3
P38290,0,NO,0.0
P07078,0,NO,0.0
Q62093,1,YES,80.9
P77657,0,YES,10.5
P43997,0,NO,0.0
P13870,0,NO,0.0
P67669,1,YES,20.3
Q9PW19,0,NO,0.0
Q58113,1,YES,367.4
P0ACI8,1,YES,90.5
P94501,1,YES,270.7
P06279,1,YES,66.3
P44190,0,NO,0.0
Q9S1E6,1,YES,40.9
P20945,1,YES,72.3
Q86V15,1,YES,249.2
P56607,0,NO,0.0
Q9V8M5,1,YES,306.6
P24430,0,NO,0.0
Q7M2P1,0,NO,0.0
Q89AX2,1,YES,67.5
P46003,1,YES,51.1
P40809,1,YES,187.2
Q9Y6X0,0,YES,21.5
P68588,1,YES,32.4
P40819,0,YES,49.2
P0A5A6,1,YES,116.9
Q06819,1,YES,95.0
P13902,1,YES,23.8
Q23622,1,YES,40.8
P25635,1,YES,740.3
P13081,1,YES,12.1
P03798,0,YES,14.0
P45863,0,YES,12.9
